,isbn,original_publication_year,original_title,authors,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
4839,7563035,2015.0,The Ice Twins,S.K. Tremayne,682,2138,6540,8485,5383
4840,1455549002,2013.0,The Edge of Always,J.A. Redmerski,513,1839,6702,11539,12525
4841,452284449,1997.0,The Virgin Blue,Tracy Chevalier,448,2266,7840,9042,5119
4842,1400069807,2013.0,Salt Sugar Fat: How the Food Giants Hooked Us ,Michael Moss,407,876,4094,8465,6613
4843,152020683,1954.0,Half Magic,"Edward Eager, N.M. Bodecker",507,1478,7170,10600,9964
4844,1594744548,2007.0,"Dawn of the Dreadfuls (Pride and Prejudice and Zombies, #0.5)","Steve Hockensmith, Jane Austen, Patrick Arrasmith",2092,2269,5514,5637,5325
4845,553807242,2010.0,Live To Tell,Lisa Gardner,123,417,3923,10647,9443
4846,688128971,1996.0,Lilly's Purple Plastic Purse,Kevin Henkes,363,1027,4189,6699,12104
4847,140143505,1970.0,"84, Charing Cross Road",Helene Hanff,163,779,4650,11589,12336
4848,,2008.0,,J.R. Ward,71,442,3034,8381,20636
4849,553351397,1990.0,Peace Is Every Step: The Path of Mindfulness in Everyday Life,"Thich Nhat Hanh, Arnold Kotler, Dalai Lama XIV",145,400,2396,6295,10280
4850,,2007.0,電撃デイジー 1,Kyousuke Motomi,396,793,3035,5564,12344
4851,1501117203,2016.0,Scrappy Little Nobody,Anna Kendrick,275,1415,7792,14453,8675
4852,,2015.0,,Robert Masello,589,1955,6145,6690,3764
4853,385608020,2010.0,"Started Early, Took My Dog",Kate Atkinson,431,1181,5849,11170,6803
4854,930289447,1988.0,Batman: A Death in the Family,"Jim Starlin, Jim Aparo, Mike DeCarlo",244,1068,4259,6280,8172
4855,1400069599,2013.0,TransAtlantic,Colum McCann,453,1370,4914,8149,5155
4856,61783161,2010.0,Eternal Kiss of Darkness,Jeaniene Frost,192,923,5674,12556,15606
4857,743571355,2007.0,The Spellman Files,Lisa Lutz,605,1611,6457,11021,8112
4858,425165582,1984.0,Books of Blood: Volumes 1-3,Clive Barker,256,726,3560,7252,9135
4859,60763892,2007.0,The Judas Strain,James Rollins,143,572,3921,9502,9005
4860,785263713,2000.0,Searching for God Knows What,Donald Miller,432,1096,4533,7128,6507
4861,60256710,1976.0,The Missing Piece,Shel Silverstein,199,694,3306,6596,11254
4862,61006629,1992.0,Fatherland,Robert   Harris,149,905,5294,10674,6540
4863,525951571,2010.0,Freedom™,Daniel Suarez,114,508,2635,7489,9346
4864,60088877,1927.0,The Bridge of San Luis Rey,Thornton Wilder,490,1799,6443,8370,6759
4865,,1848.0,Белые ночи,Fyodor Dostoyevsky,195,1016,4708,8823,8543
4866,425227723,2009.0,Skin Trade,Laurell K. Hamilton,952,2377,6995,9455,11604
4867,875793266,1915.0,Jesus the Christ: A Study of the Messiah and His Mission according to Holy Scriptures both Ancient and Modern,James E. Talmage,354,241,926,2909,14280
4868,1570820872,1994.0,Disney's the Lion King (Disney Classic Series),Don Ferguson,156,432,2182,3598,13196
4869,141439866,1849.0,Shirley ,"Charlotte Brontë, Lucasta Miller, collaborative, Jessica Cox",685,1969,7159,8020,6255
4870,515116750,1995.0,Born in Ice,Nora Roberts,123,739,5633,10239,11141
4871,1842431021,2003.0,Villa Incognito,Tom Robbins,306,1431,5022,5721,3283
4872,374260508,2015.0,The Sellout,Paul Beatty,862,1983,6288,10625,7370
4873,1401202225,2004.0,"Fables, Volume 4: March of the Wooden Soldiers","Bill Willingham, Mark Buckingham, Craig Hamilton, Steve Leialoha, P. Craig Russell",188,425,2936,9133,11279
4874,804192979,2016.0,Night School,"Lee Child, Dick Hill",448,1260,6239,11091,8973
4875,345515501,2011.0,The Silent Girl,Tess Gerritsen,116,597,4619,10822,9364
4876,7175191,1940.0,Horton Hatches the Egg,Dr. Seuss,588,1341,5981,8275,14774
4877,,,,Bella Forrest,437,1315,5250,8685,9424
4878,62248472,2013.0,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,"Jenna Miscavige Hill, Lisa Pulitzer",483,1574,6319,8184,4901
4879,865163480,-390.0,Απολογία,"Plato, James J. Helm",301,818,3836,7668,9642
4880,1563893274,1997.0,Preacher: Proud Americans,"Garth Ennis, Steve Dillon, Penn Jillette",296,541,2525,6492,9908
4881,307595110,2012.0,The Wolf Gift,Anne Rice,1359,2821,6379,6548,5367
4882,307960307,1954.0,The Little Red Hen (Little Golden Book),"Diane Muldrow, J.P. Miller",227,812,4691,5715,11598
4883,1455501476,2011.0,Lethal,Sandra Brown,212,736,4566,9754,7504
4884,316017442,2007.0,The Terror,Dan Simmons,521,1324,4438,9180,8763
4885,670447161,1953.0,Madeline's Rescue,Ludwig Bemelmans,195,735,4405,7017,12296
4886,61733636,2010.0,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime","John Heilemann, Mark Halperin",119,486,3209,8656,6516
4887,067172942X,1987.0,Garden of Shadows,V.C. Andrews,392,1810,6511,7703,8409
4888,61957895,2012.0,A Perfect Blood,Kim Harrison,97,367,3225,10865,15590
4889,310240018,1976.0,Joni,"Joni Eareckson Tada, Joe Musser",254,528,3428,6484,10003
4890,786932171,1986.0,War of the Twins,"Margaret Weis, Tracy Hickman",116,817,4754,8513,9415
4891,031603617X,2010.0,Cross Fire,James Patterson,157,726,5185,9708,8128
4892,142000159,2000.0,Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture,Ross King,744,1261,4278,6357,6032
4893,1577312295,1978.0,Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life,Shakti Gawain,299,797,3397,5721,8237
4894,60584025,2004.0,Metro Girl,Janet Evanovich,740,3055,9354,8807,6419
4895,,2016.0,,"Colleen Hoover, Tarryn Fisher",1433,3750,8421,7637,5958
4896,312360819,2011.0,Second Grave on the Left,Darynda Jones,179,608,4683,13371,16513
4897,155652532X,1954.0,Katherine,"Anya Seton, Philippa Gregory",351,858,3856,8150,10922
4898,141020520,2005.0,A Short History of Tractors in Ukrainian,Marina Lewycka,841,2715,7877,7336,2517
4899,62225464,2015.0,,Kimberly McCreight,282,1066,5893,9830,5188
4900,553590162,2004.0,Industrial Magic,Kelley Armstrong,136,863,5965,11564,11785
4901,2070364232,1959.0,Le Petit Nicolas,"René Goscinny, Jean-Jacques Sempé",343,1052,5006,9303,11659
4902,,2013.0,The Atlantis Plague,A.G. Riddle,229,1105,5178,8710,5653
4903,034547581X,1991.0,We Were Soldiers Once... and Young: Ia Drang - the Battle That Changed the War in Vietnam,"Harold G. Moore, Joseph L. Galloway",149,438,2669,7150,9866
4904,451215710,2004.0,Whiteout,Ken Follett,452,2136,8118,7794,3542
4905,345349571,1978.0,A Distant Mirror: The Calamitous 14th Century,Barbara W. Tuchman,576,915,3658,7926,9699
4906,142407577,2006.0,Heat,Mike Lupica,382,875,3657,5951,5966
4907,60554738,2005.0,The Game,Neil Strauss,702,1643,4766,6953,5081
4908,330348779,1998.0,"""N"" is for Noose",Sue Grafton,126,717,7040,10549,8133
4909,749941995,2011.0,Just Like Heaven,Julia Quinn,526,1313,6557,10176,8897
4910,1423119509,2009.0,Percy Jackson and the Olympians,"Rick Riordan, Tk",173,279,1678,4957,15679
4911,525952764,2012.0,Catch Me,Lisa Gardner,114,466,3840,10514,9101
4912,778321606,2003.0,The Shop on Blossom Street,Debbie Macomber,318,946,5215,9304,9109
4913,1560768800,1992.0,Starless Night (Legacy of the Drow #2),R.A. Salvatore,103,689,4053,7235,8197
4914,446616621,2004.0,Night Fall,Nelson DeMille,139,598,4088,8796,7249
4915,316000957,2001.0,"Trials of Death (Cirque du Freak, #5) ",Darren Shan,126,725,3793,7871,11744
4916,446539813,2010.0,Robert Ludlum's The Bourne Objective,"Eric Van Lustbader, Robert Ludlum",261,669,3264,6086,6518
4917,,2016.0,The Score,Elle Kennedy,276,844,4572,12919,16676
4918,310247535,2005.0,Even Now,Karen Kingsbury,361,623,2671,5336,9874
4919,316059862,2008.0,Testimony,Anita Shreve,552,2498,8357,8881,3924
4920,1937007588,2013.0,Magic Rises,Ilona Andrews,91,276,2687,10657,19862
4921,345524616,2012.0,Whispers Under Ground,Ben Aaronovitch,61,358,3873,12121,8820
4922,031621129X,2014.0,Unlucky 13,"James Patterson, Maxine Paetro",298,1293,5850,9270,7905
4923,446604089,1997.0,The Best Laid Plans,Sidney Sheldon,322,1598,5979,6570,3899
4924,61433012,2008.0,Nation,Terry Pratchett,365,1225,5215,9721,10062
4925,61259349,2004.0,Secrets of a Summer Night,Lisa Kleypas,352,1269,7585,14583,12861
4926,1595540342,2004.0,Red,Ted Dekker,136,495,2844,6861,10424
4927,312655452,2011.0,A Trick of the Light,Louise Penny,100,372,2770,10323,10953
4928,,2014.0,White Hot Kiss,Jennifer L. Armentrout,617,899,3793,10017,16167
4929,4757518080,2006.0,Pandora Hearts 1,"Jun Mochizuki, 望月淳",470,1024,3142,4899,10632
4930,345329457,1931.0,At the Mountains of Madness,H.P. Lovecraft,190,601,2716,6785,9460
4931,60596988,2008.0,Lit,Mary Karr,483,1357,4297,7339,6067
4932,893662135,1988.0,"Dragonsdawn (Pern: Dragonriders of Pern, #6)",Anne McCaffrey,115,795,5411,9832,12235
4933,399252649,2010.0,Mockingbird,Kathryn Erskine,249,703,3854,8755,10205
4934,,2012.0,28 حرف,أحمد حلمي,1818,3325,5293,3211,2721
4935,1590521358,1996.0,I Kissed Dating Goodbye: New Attitude Toward Romance and Relationship,Joshua Harris,1552,2022,4042,4592,5741
4936,808553038,1967.0,The Egypt Game,Zilpha Keatley Snyder,798,2070,7229,9716,8393
4937,375703055,1987.0,Ellen Foster,Kaye Gibbons,468,1770,6993,9353,5927
4938,805210555,1946.0,Sämtliche Erzählungen,"Franz Kafka, Nahum N. Glatzer, John Updike, Willa Muir, Edwin Muir, Tania Stern, James Stern, Ernst Kaiser, Eithne Wilkins",201,454,2373,6549,10964
4939,156924264X,2007.0,Veganomicon: The Ultimate Vegan Cookbook,"Isa Chandra Moskowitz, Terry Hope Romero",1087,1082,3343,5769,8339
4940,786933887,1986.0,"Test of the Twins (Dragonlance Legends, #3)","Margaret Weis, Tracy Hickman",108,727,4322,8252,9786
4941,374530637,1952.0,Wise Blood,Flannery O'Connor,511,1451,4492,7411,6461
4942,9753638027,1943.0,Kürk Mantolu Madonna,Sabahattin Ali,114,348,1785,6029,13527
4943,345379624,1997.0,Running with the Demon,Terry Brooks,526,1303,5063,7815,8120
4944,1557488150,1896.0,In His Steps,Charles M. Sheldon,377,879,3394,5477,9212
4945,1439136823,2012.0,Lothaire,Kresley Cole,264,706,3287,9210,19646
4946,1423102991,2007.0,Knuffle Bunny Too: A Case of Mistaken Identity,Mo Willems,310,788,3355,6518,12526
4947,446195979,2008.0,The Whole Truth,David Baldacci,212,737,5067,9753,7155
4948,61628018,2008.0,"Stolen Innocence: My Story of Growing Up in a Polygamous Sect, Becoming a Teenage Bride, and Breaking Free of Warren Jeffs","Elissa Wall, Lisa Pulitzer",191,1069,5804,8373,6137
4949,039925692X,2013.0,Out of the Easy,Ruta Sepetys,464,985,5290,11982,10204
4950,1401216226,2005.0,Batman: The Man Who Laughs,"Ed Brubaker, Doug Mahnke, Patrick Zircher, Aaron Sowd, Steve Bird",187,703,3704,5931,7223
4951,60744510,2005.0,Midnight,Erin Hunter,374,920,3939,6899,13612
4952,62273205,2014.0,The Hard Thing about Hard Things: Building A Business When There Are No Easy Answers,Ben Horowitz,413,779,3215,7627,10515
4953,1461052149,2011.0,,Jessica Sorensen,953,1819,5469,8048,9659
4954,345348664,1977.0,The Illearth War,Stephen R. Donaldson,512,1140,4331,8044,7959
4955,340936150,2007.0,My Booky Wook,Russell Brand,1055,2526,6732,6505,3265
4956,425259862,2014.0,Shadow Spell,Nora Roberts,299,1329,5744,8740,9252
4957,1592406521,2010.0,Just My Type: A Book About Fonts,Simon Garfield,1126,1938,5496,6966,7803
4958,399155481,2009.0,Promises in Death,J.D. Robb,96,313,2885,8604,14251
4959,876853629,1977.0,"Love Is a Dog from Hell: Poems, 1974-1977",Charles Bukowski,368,723,3220,7241,9173
4960,316229296,2015.0,The Fifth Season,N.K. Jemisin,285,635,2715,8989,12640
4961,1846247195,2012.0,,R.D. Ronald,1797,1750,3986,4039,5967
4962,552150215,2002.0,The Analyst,John Katzenbach,265,918,3552,7581,8702
4963,670019631,2009.0,Shades of Grey,Jasper Fforde,425,1098,4097,9941,11279
4964,140389660,1971.0,"That Was Then, This Is Now",S.E. Hinton,311,1327,6324,8776,7290
4965,307582396,2009.0,The Mysterious Benedict Society and the Prisoner's Dilemma,"Trenton Lee Stewart, Del Roy",189,589,3854,8938,12960
4966,61579033,2011.0,The Family Fang,Kevin    Wilson,682,1867,6247,8379,3729
4967,60744871,2006.0,The Pursuit of Happyness,Chris Gardner,271,715,3110,6104,8633
4968,,2009.0,Min kamp 1,Karl Ove Knausgård,373,956,3151,7999,7729
4969,385342322,2011.0,A Red Herring Without Mustard,Alan Bradley,133,556,5507,14136,9161
4970,684804484,1994.0,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,Doris Kearns Goodwin,713,1072,3635,8217,13466
4971,375701907,1997.0,Straight Man,Richard Russo,263,931,3985,8177,7022
4972,375701966,1961.0,The Moviegoer,Walker Percy,656,2010,5228,7080,5120
4973,413774031,1904.0,Вишнëвый сад,"Anton Chekhov, Tom    Murphy",597,2154,6703,7892,5422
4974,545052394,2009.0,11 Birthdays,Wendy Mass,248,804,4099,7652,10624
4975,026110215X,1980.0,Unfinished Tales of Númenor and Middle-Earth,"J.R.R. Tolkien, Christopher Tolkien",211,1245,5737,8781,7276
4976,385521227,2011.0,Sisterhood Everlasting,Ann Brashares,555,1930,6759,10838,9284
4977,451452011,1989.0,Infinity Welcomes Careful Drivers,Grant Naylor,211,819,4365,7675,7211
4978,60735430,1994.0,Coyote Blue,Christopher Moore,270,1398,6797,8035,5056
4979,,1997.0,فوضى الحواس,"أحلام مستغانمي, Ahlam Mosteghanemi",635,1413,3913,5041,5856
4980,160096527X,1908.0,Orthodoxy,G.K. Chesterton,481,787,2858,6402,10901
4981,60542098,2005.0,Fancy Nancy,"Jane O'Connor, Robin Preiss Glasser",483,1079,3876,5647,10656
4982,99478420,1948.0,The Heart of the Matter,Graham Greene,275,953,4426,8660,6821
4983,141971189X,2014.0,The Long Haul ,Jeff Kinney,528,896,3526,6724,15921
4984,152046917,1985.0,,"Patricia C. Wrede, Peter de Sève",272,915,5074,9550,13227
4985,316018708,2008.0,Sail,"James Patterson, Howard Roughan",487,1470,6164,8220,6043
4986,1408859645,2014.0,The Sleeper and the Spindle,"Neil Gaiman, Chris Riddell",861,1340,5238,9259,8010
4987,045141991X,2014.0,,Susan Meissner,194,729,4017,9377,6982
4988,452281431,1984.0,Beauty's Punishment,"A.N. Roquelaure, Anne Rice",1274,2728,6361,6126,6740
4989,1414310560,2000.0,The Negotiator,Dee Henderson,204,542,2891,6428,11434
4990,143417231,2011.0,Can Love Happen Twice?,Ravinder Singh,1359,2671,4924,4048,3170
4991,60548924,2008.0,A Lion Among Men,"Gregory Maguire, Douglas Smith",1150,4109,8788,6178,3501
4992,380720868,1994.0,"Shadow of a Dark Queen (The Serpentwar Saga, #1)",Raymond E. Feist,125,736,5071,8953,7256
4993,802136680,1989.0,This Boy's Life: A Memoir,Tobias Wolff,257,953,4430,8727,6643
4994,312382855,2009.0,Patient Zero,Jonathan Maberry,508,1148,4274,7523,7749
4995,679728899,1927.0,Death Comes for the Archbishop,Willa Cather,580,1545,5347,8291,7298
4996,1841497967,2012.0,,Patricia Briggs,96,451,4205,12997,17235
4997,1423194551,2013.0,The Son of Sobek,Rick Riordan,348,690,4023,7989,13204
4998,1854596373,1664.0,"Le Tartuffe, ou L’Imposteur","Molière, Martin Sorrell",545,2313,7569,8829,5484
4999,446401056,2009.0,Passion Unleashed,Larissa Ione,266,690,3868,9459,15632
5000,1421514818,2004.0,高校デビュー 1,Kazune Kawahara,664,1205,3798,5088,10511
5001,9953716889,2011.0,في ديسمبر تنتهي كل الأحلام,أثير عبدالله النشمي,1601,2897,4977,3958,3978
5002,030711838X,1975.0,Just for You,Mercer Mayer,265,812,4050,5630,12222
5003,60002492,2002.0,Amazonia,James Rollins,203,765,4150,8178,8784
5004,380810336,1980.0, Feeling Good: The New Mood Therapy,David D. Burns,584,1127,3881,5692,6924
5005,515141399,2005.0,Blue Smoke,Nora Roberts,252,1220,6393,9565,8732
5006,425210278,2005.0,Predator,Patricia Cornwell,717,2195,7021,8062,5686
5007,894864025,1986.0,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,Melody Beattie,315,853,3510,6440,8720
5008,1933480092,1859.0,Обломов,"Ivan Goncharov, Stephen Pearl, Galya Diment",493,1299,4018,7052,8130
5009,743426800,1994.0,Inca Gold,Clive Cussler,131,688,5425,9017,6417
5010,1400069629,2014.0,Delicious!,Ruth Reichl,483,1570,5500,7830,4935
5011,446504122,2008.0,NurtureShock: New Thinking About Children,"Po Bronson, Ashley Merryman",218,733,3803,8585,6715
5012,044657967X,2006.0,Wild Fire,Nelson DeMille,192,740,4446,8588,6206
5013,743497295,2006.0,Two Little Girls in Blue,Mary Higgins Clark,290,1407,6222,7849,6487
5014,055327211X,1987.0,Daughter of the Empire,"Raymond E. Feist, Janny Wurts",181,757,3846,8761,12108
5015,689872372,2006.0,Everlost,Neal Shusterman,587,1528,5731,8966,8966
5016,1439136807,2011.0,Dreams of a Dark Warrior,Kresley Cole,179,567,3319,9425,17034
5017,142428698,2010.0,"Theodore Boone, Kid Lawyer","John Grisham, Richard Thomas",609,1937,6872,7939,6011
5018,224063979,2000.0,Jimmy Corrigan: The Smartest Kid on Earth,Chris Ware,664,1163,2855,5391,9047
5019,142300705,2000.0,A Year Down Yonder,Richard Peck,454,1004,4422,8278,10192
5020,,2013.0,Own the Wind,Kristen Ashley,602,1321,5592,13534,18744
5021,8423648990,1999.0,Marina,Carlos Ruiz Zafón,304,1299,5383,9274,8669
5022,1594487588,2010.0,,Ann Brashares,852,2523,7160,9288,6804
5023,679744479,1992.0,Written on the Body,Jeanette Winterson,344,997,3563,6619,8212
5024,1450595987,2011.0,Tiger's Voyage,Colleen Houck,398,938,3294,6616,15703
5025,7203116,2009.0,Dean Koontz's Frankenstein: Dead and Alive,Dean Koontz,305,1070,4583,6906,7807
5026,60894083,1999.0,Genome: The Autobiography of a Species in 23 Chapters,Matt Ridley,422,777,3656,7196,6866
5027,671449028,1982.0,The Going-To-Bed Book,Sandra Boynton,281,757,3667,6038,10631
5028,64473627,2001.0,Knocked out by my nunga-nungas,Louise Rennison,400,1362,6431,8864,9530
5029,842332294,2001.0,The Sacrilege: The Antichrist Takes the Throne,"Tim LaHaye, Jerry B. Jenkins",463,1166,4409,6539,8120
5030,1594204993,2014.0,Redeployment,Phil Klay,284,843,3662,7575,5750
5031,385733976,2009.0,Going Bovine,Libba Bray,1693,2996,6374,8229,7941
5032,752861743,1934.0,The Postman Always Rings Twice ,James M. Cain,421,1454,6188,9203,5902
5033,385736843,2010.0,The Dead-Tossed Waves ,Carrie Ryan,669,1921,6150,9683,9578
5034,965925072,2004.0,Shadow Divers: The True Adventure of Two Americans Who Risked Everything to Solve One of the Last Mysteries of World War II,Robert Kurson,185,419,2485,7204,8970
5035,385907508,2010.0,Moon Over Manifest,Clare Vanderpool,567,1125,4570,9591,8938
5036,375758771,2000.0,The Glass Palace,Amitav Ghosh,219,867,3990,7401,5264
5037,1595144358,2012.0,,"Jessica Anthony, Rodrigo Corral",1062,1779,4481,4964,6091
5038,125001011X,2015.0,,Lisa Scottoline,524,1640,5547,7857,4644
5039,385741391,2013.0,The Eye of Minds,James Dashner,732,2073,6145,9021,8565
5040,1579126936,1957.0,4.50 From Paddington,Agatha Christie,128,923,7844,12209,7868
5041,749934123,1997.0,Ceremony in Death,J.D. Robb,100,548,4478,10720,13625
5042,345807154,1998.0,Kakerlakkene,"Jo Nesbø, Don Bartlett",176,1252,7439,9864,3888
5043,425212033,2006.0,Grave Surprise,Charlaine Harris,190,1340,8731,12451,8315
5044,60535032,2002.0,La ciudad de las bestias,"Isabel Allende, Margaret Sayers Peden",635,2134,6280,7515,5558
5045,9770915343,1959.0,أولاد حارتنا,"Naguib Mahfouz, نجيب محفوظ",599,891,2455,5261,7641
5046,345460014,2002.0,The Scar,China Miéville,245,774,3644,9104,9490
5047,60751649,2003.0,Haunted,Meg Cabot,195,998,5959,10981,13235
5048,689860064,1979.0,"Dragondrums (Pern: Harper Hall, #3)",Anne McCaffrey,109,1035,6595,9959,10176
5049,446574465,2011.0,The Story of Beautiful Girl,Rachel Simon,279,1111,5172,9503,6336
5050,140280553,1999.0,Galileo's Daughter,Dava Sobel,667,1607,6106,8420,5533
5051,553241605,1961.0,Mila 18,Leon Uris,90,352,3095,7108,9525
5052,545176867,2011.0,,Allen Say,1140,1939,4719,5254,8088
5053,071956896X,2008.0,Sea of Poppies,Amitav Ghosh,317,927,3868,7794,5374
5054,553290991,1970.0,Nightfall,"Isaac Asimov, Robert Silverberg",178,949,5026,8714,7725
5055,152018484,2003.0,How I Became a Pirate,"Melinda Long, David Shannon",373,1157,4425,6333,9324
5056,61129763,1975.0,"The Monkey Wrench Gang (Monkey Wrench Gang, #1)",Edward Abbey,210,732,3053,6325,6569
5057,1400063841,2009.0,Last Night in Twisted River,John Irving,580,1708,5141,8268,4979
5058,006204964X,2011.0,Love wins,Rob Bell,2184,1771,4050,5805,5283
5059,451233182,2011.0,Bite Club,Rachel Caine,233,892,4496,8183,13186
5060,312933541,1985.0,A Matter of Honor,Jeffrey Archer,197,784,4850,7478,5125
5061,743482883,2000.0,Mr. Perfect,Linda Howard,416,1139,5218,9512,10516
5062,,2013.0,Up to Me,M. Leighton,285,1115,5664,12312,12631
5063,,2012.0,Waking Up Married,Mira Lyn Kelly,915,2538,8222,7874,4671
5064,055380555X,2007.0,No Time for Goodbye,Linwood Barclay,223,926,4516,8859,6955
5065,60730269,2004.0,"Ida B. . . and Her Plans to Maximize Fun, Avoid Disaster, and (Possibly) Save the World",Katherine Hannigan,505,1491,5255,6759,6904
5066,7273746,2009.0,The Dragon Keeper,Robin Hobb,269,1086,5714,9595,7089
5067,195007778,1949.0,A Sand County Almanac,Aldo Leopold,184,601,2919,6156,9282
5068,805072063,1940.0,Lassie Come-Home,"Eric Knight, Marguerite Kirmse",310,814,3632,5564,9341
5069,1932100660,2001.0,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted and the Startling Implications for Diet, Weight Loss and Long-term Health","T. Colin Campbell, Thomas M. Campbell II",322,688,2629,5945,8870
5070,333710932,1999.0,The Gruffalo,"Julia Donaldson, Axel Scheffler",173,431,2028,5211,13371
5071,345455290,2002.0,The Salmon of Doubt: Hitchhiking the Galaxy One Last Time,Douglas Adams,183,1163,5791,8425,6852
5072,1857987632,1956.0,The City and the Stars,Arthur C. Clarke,118,704,4298,8026,7803
5073,2723495612,2012.0,東京喰種トーキョーグール 1,"Sui Ishida, 石田 スイ",777,1077,4554,10673,29027
5074,316737372,2003.0,How to train your dragon,Cressida Cowell,548,1840,6689,9091,8155
5075,034911188X,1999.0,Brief Interviews with Hideous Men,David Foster Wallace,422,1208,4382,7838,5652
5076,1416516727,1992.0,All Around the Town,Mary Higgins Clark,147,791,6011,8133,6697
5077,61767581,2009.0,L.A. Candy,Lauren Conrad,1192,3587,8352,6128,4143
5078,1440154236,2009.0,The Siren,Kiera Cass,1015,2807,8396,10194,9862
5079,340686030,1999.0,The Quiet Game,Greg Iles,210,494,3199,8866,8547
5080,679764410,1996.0,American Sphinx: The Character of Thomas Jefferson,Joseph J. Ellis,495,945,3917,6697,5571
5081,307948684,2008.0,Hodejegerne,"Jo Nesbø, Don Bartlett",438,1483,6052,8732,5542
5082,399153357,2006.0,The Messenger,Daniel Silva,178,393,2922,8150,7684
5083,141023422,1949.0,The Sheltering Sky,Paul Bowles,490,1325,4185,7212,6621
5084,1406331163,2015.0,The Rest of Us Just Live Here,Patrick Ness,560,2098,8153,11561,7044
5085,345495357,2008.0,The Lady Elizabeth,Alison Weir,263,909,4899,8634,6807
5086,1455503258,2013.0,The Astronaut Wives Club,Lily Koppel,1364,3301,7092,5662,2863
5087,375757910,1908.0,The Man Who Was Thursday - A Nightmare,"G.K. Chesterton, Jonathan Lethem",394,1655,5586,8738,6683
5088,006008460X,1948.0,Cheaper by the Dozen,"Frank B. Gilbreth Jr., Ernestine Gilbreth Carey",355,1284,6465,10435,9955
5089,446581194,2008.0,The Monster of Florence: A True Story,"Douglas Preston, Mario Spezi",443,1799,6746,9163,5159
5090,031605755X,2006.0,Winter's Bone,Daniel Woodrell,350,1283,4893,9755,6726
5091,553816322,2004.0,"Seduced by Moonlighty (Merry Gentry, #3)",Laurell K. Hamilton,401,1590,6308,9755,12199
5092,60888644,2007.0,Sword Song,Bernard Cornwell,31,206,2659,8813,8871
5093,61251348,2007.0,Deceptively Delicious: Simple Secrets to Get Your Kids Eating Good Food,Jessica Seinfeld,1390,2619,5606,4596,3895
5094,316780375,1997.0,The Weight of Water,Anita Shreve,442,1974,7402,8542,4208
5095,1301786454,2013.0,Music of the Heart,Katie Ashley,886,1896,6374,11851,12936
5096,451203771,2000.0,The Scarlet Feather,Maeve Binchy,141,817,5761,9175,6304
5097,988489112,2012.0,,Aleatha Romig,604,820,2611,7372,16617
5098,60507772,2001.0,The Last Hero,"Terry Pratchett, Paul Kidby",53,600,4884,9544,10127
5099,553275720,1966.0,Fantastic Voyage,Isaac Asimov,183,974,5913,8066,5991
5100,312243359,1998.0,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch,205,420,2329,6920,9672
5101,161638610X,2011.0,,Jonathan Cahn,1007,1322,3113,4738,7457
5102,62073168,2013.0,The English Girl,Daniel Silva,156,592,3639,8892,6983
5103,1400068169,2010.0,Clara and Mr. Tiffany,Susan Vreeland,1041,2363,6643,7285,7355
5104,316254770,2014.0,The Geography of You and Me,Jennifer E. Smith,718,2186,7881,8737,6217
5105,1409521966,2010.0,Angel ,L.A. Weatherly,906,2230,6529,9184,10355
5106,1416997946,2012.0,"Seeds of Rebellion (Beyonders, #2)",Brandon Mull,286,542,2943,7085,10215
5107,440228654,1999.0,Chinese Cinderella: The True Story of an Unwanted Daughter,Adeline Yen Mah,300,995,4798,9366,8638
5108,425182878,2001.0,Chosen Prey,John Sandford,89,272,3316,8692,9013
5109,785139877,2010.0,,"Bryan J.L. Glass, Tim Seeley, Hugo Petrus, Raymond E. Feist",102,198,1815,5798,10518
5110,,2016.0,,Vi Keeland,199,658,3574,10098,12168
5111,451225007,2008.0,The Black Dagger Brotherhood: An Insider's Guide,J.R. Ward,209,846,4135,7012,15086
5112,1600104835,2009.0,Head Games ,"Joe Hill, Gabriel Rodríguez",176,388,2454,8876,12385
5113,192751034,1984.0,Ramona and Her Father,"Beverly Cleary, Alan Tiegreen",366,897,5358,8193,8658
5114,1600963943,1922.0,The Secret Adversary,Agatha Christie,348,1580,7610,10205,7072
5115,394752848,1963.0,Rayuela,"Julio Cortázar, Gregory Rabassa",454,924,2615,5696,11052
5116,345528204,2011.0,Fallen,Karin Slaughter,122,475,3334,9522,10059
5117,1250091845,2016.0,Stars Above,Marissa Meyer,93,541,4650,12077,14702
5118,038551851X,2007.0,Clapton: The Autobiography,Eric Clapton,321,1293,4948,6766,5009
5119,312421435,1999.0,No Logo,Naomi Klein,415,1279,4865,8205,5870
5120,451210557,2003.0,No Second Chance,Harlan Coben,126,539,4305,9927,6877
5121,446698229,1973.0,Fear and Loathing on the Campaign Trail '72,Hunter S. Thompson,85,562,3216,6417,6322
5122,743219600,1971.0,Shroud for a Nightingale,P.D. James,254,634,3937,7352,6796
